cosmic_age_Gyr,exponent,normalized_delta_cos
9.120108393559097,3,1.008912569145044
9.33254300796991,3,1.0084143195214486
9.549925860214358,3,1.0079163979234045
9.772372209558107,3,1.00741880408101
10.0,3,1.0069215377246283
10.232929922807541,3,1.00642459858489
10.471285480508996,3,1.005927986392692
10.715193052376065,3,1.0054317008791933
10.964781961431852,3,1.0049357417758231
11.220184543019636,3,1.004440108814271
11.481536214968829,3,1.003944801726495
11.748975549395297,3,1.0034498202447142
12.02264434617413,3,1.0029551641014136
12.302687708123818,3,1.0024608330293414
12.589254117941675,3,1.00196682676151
12.882495516931343,3,1.0014731450311936
13.182567385564074,3,1.0009797875719288
13.48962882591654,3,1.000486754117517
13.803842646028853,3,0.9999940444020201
14.125375446227547,3,0.9995016581597618
14.454397707459272,3,0.9990095951253278
14.791083881682072,3,0.9985178550335654
15.13561248436208,3,0.9980264376195825
15.488166189124811,3,0.9975353426187478
15.848931924611133,3,0.9970445697666903
16.218100973589298,3,0.9965541187992991
16.595869074375607,3,0.9960639894527232
16.98243652461744,3,0.9955741814633707
17.378008287493753,3,0.9950846945679097
17.78279410038923,3,0.9945955285032665
18.197008586099834,3,0.9941066830066262
18.620871366628673,3,0.9936181578154326
19.054607179632473,3,0.9931299526673865
19.498445997580454,3,0.9926420673004472
19.952623149688797,3,0.9921545014528321
20.417379446695296,3,0.9916672548630138
20.892961308540396,3,0.9911803272697234
21.379620895022324,3,0.9906937184119478
21.87761623949553,3,0.9902074280289302
22.3872113856834,3,0.9897214558601701
22.908676527677734,3,0.9892358016454224
23.442288153199225,3,0.988750465124697
23.98832919019491,3,0.9882654460382596
24.547089156850312,3,0.9877807441266305
25.11886431509581,3,0.9872963591305834
25.703957827688633,3,0.9868122907911482
26.302679918953814,3,0.986328538849607
26.915348039269155,3,0.9858451030474961
27.542287033381662,3,0.9853619831266052
28.183829312644534,3,0.9848791788289771
28.84031503126606,3,0.9843966898969071
29.512092266663856,3,0.9839145160729429
30.19951720402016,3,0.983432657099885
30.902954325135905,3,0.9829511127207848
31.622776601683793,3,0.9824698826789461
32.359365692962825,3,0.9819889667179235
33.11311214825911,3,0.9815083645815231
33.884415613920254,3,0.9810280760138014
34.673685045253166,3,0.9805481007590654
35.48133892335755,3,0.9800684385618714
36.30780547701014,3,0.9795890891670278
37.15352290971726,3,0.9791100523195909
38.018939632056124,3,0.9786313277648664
38.90451449942807,3,0.978152915248409
39.810717055349734,3,0.9776748145160226
40.73802778041128,3,0.9771970253137593
41.68693834703355,3,0.9767195473879196
42.657951880159274,3,0.9762423804850515
43.65158322401661,3,0.9757655243519509
44.668359215096324,3,0.9752889787356607
45.708818961487516,3,0.9748127433834711
46.77351412871981,3,0.9743368180429193
47.86300923226383,3,0.9738612024617883
48.97788193684461,3,0.9733858963881078
50.11872336272722,3,0.9729108995701531
51.28613839913648,3,0.9724362117564458
52.48074602497726,3,0.9719618326957522
53.70317963702527,3,0.9714877621370838
54.954087385762456,3,0.9710139998296965
56.23413251903491,3,0.9705405455230921
57.543993733715695,3,0.9700673989670149
58.8843655355589,3,0.9695945599114545
60.25595860743578,3,0.969122028106643
61.65950018614822,3,0.9686498033030576
63.09573444801933,3,0.9681778852514166
64.56542290346556,3,0.9677062737026829
66.06934480075961,3,0.9672349684080606
67.60829753919819,3,0.9667639691189974
69.18309709189366,3,0.9662932755871819
70.79457843841381,3,0.965822887564545
72.44359600749902,3,0.9653528048032591
74.13102413009177,3,0.9648830270557376
75.8577575029184,3,0.9644135540746351
77.62471166286919,3,0.9639443856128468
79.43282347242817,3,0.9634755214235076
81.28305161640995,3,0.9630069612599935
83.17637711026708,3,0.9625387048759203
85.11380382023764,3,0.9620707520251423
87.09635899560806,3,0.9616031024617542
89.12509381337455,3,0.9611357559400894
91.20108393559097,3,0.9606687122147195
93.3254300796991,3,0.9602019710404553
95.49925860214358,3,0.959735532172346
97.72372209558107,3,0.9592693953656777
100.0,3,0.9588035603759751
