target,z_abs_catalogue,line,rest_AA,f,observed_AA_catalogue,metadata_eligible,native_pixels,valid_pixels,valid_fraction,longest_invalid_run_pixels,actual_log_grid_spacing_km_s,native_CNR,sideband_median_flux,core_EW_rest_AA,core_EW_diagonal_error_AA,core_EW_diagonal_SNR,full_EW_rest_AA,full_EW_diagonal_error_AA,core_to_full_EW_ratio,core_low_flux_pixels,core_valid_pixels,core_low_flux_fraction,core_resolved_unsaturated_detection_pixels,core_AOD_integral_cm2,full_window_edge_EW_diagonal_SNR,broader_water_band_warning,strong_sky_feature_warning,reported_instrument_artifact_warning,nearest_nominal_R,nearest_arc_R,median_contributing_extracted_pixels,detected_primary_candidate,detected_strict_candidate,rejections
J012517-001828,1.761,2344,2344.212747,0.114,6472.371394467001,True,200,200,1.0,0,2.4999895761823456,24.63756974270348,0.9905302566689123,0.852602127959373,0.0059339058314678205,143.68312409643883,0.8996572575779285,0.011006988050184997,0.9476966042098764,32,80,0.4,22,360397670343309.7,2.625799378874649,True,False,False,47817.7,45968.02356483426,8.0,True,False,[]
J012517-001828,1.761,2374,2374.460064,0.0313,6555.884236704,True,200,200,1.0,0,2.4999895761823456,26.221040479947266,0.9964801821889377,0.694561652379666,0.00617702034088892,112.44283069330372,0.7142452741672254,0.010493609945007927,0.9724413692334059,27,80,0.3375,18,1066179280345212.6,0.04857521580868546,True,False,False,47817.7,45968.02356483426,4.0,True,False,[]
J012517-001828,1.761,2382,2382.763995,0.32,6578.811390195,True,200,200,1.0,0,2.4999895761823456,27.170111810546626,0.9883659088147667,0.9694888751923982,0.005202726790341146,186.34245353652872,1.064334114412499,0.009856944453262443,0.9108877203729825,42,80,0.525,14,158653451051171.1,0.9668973823390344,True,False,False,47817.7,45968.02356483426,4.0,True,False,[]
J012517-001828,1.761,2586,2586.649312,0.0691,7141.738750432,False,0,0,0,0,2.4999895761823456,,,0.0,0.0,,0.0,0.0,,0,0,,0,0.0,,True,False,False,0.0,0.0,,False,False,"['catalogue_coverage_gap', 'low_catalogue_CNR_proxy', 'native_valid_fraction_below_0p98', 'native_CNR_below_15', 'core_EW_diagonal_detection_proxy_below_5']"
J012517-001828,1.761,2600,2600.172114,0.239,7179.075206754001,False,0,0,0,0,2.4999895761823456,,,0.0,0.0,,0.0,0.0,,0,0,,0,0.0,,True,False,False,0.0,0.0,,False,False,"['catalogue_coverage_gap', 'conservative_telluric_band', 'low_catalogue_CNR_proxy', 'native_valid_fraction_below_0p98', 'native_CNR_below_15', 'core_EW_diagonal_detection_proxy_below_5']"
J021857+081727,2.293,1608,1608.450852,0.0577,5296.628655636,True,200,200,1.0,0,2.4999895761823456,24.042633300601537,0.9913733830963029,0.49092837224981106,0.00399365078183594,122.92721599060899,0.5328288654066072,0.007370009396893495,0.9213621936100975,10,80,0.125,49,756205620709092.6,1.2737256286705714,False,False,False,47817.7,49858.444455079065,4.0,True,True,[]
J021857+081727,2.293,1611,1611.200369,0.00138,5305.682815117,True,200,200,1.0,0,2.4999895761823456,23.879686632844685,1.005690442078393,0.02506300131798059,0.005038259607904705,4.974535507987393,0.029735000458275034,0.007980716819221974,0.842878793735002,0,80,0.0,0,828948358456896.8,-1.2339600725554343,False,False,False,47817.7,49858.444455079065,2.0,False,False,['core_EW_diagonal_detection_proxy_below_5']
J021857+081727,2.293,2249,2249.875472,0.00182,7408.839929296001,True,200,200,1.0,0,2.4999895761823456,45.17909773604505,1.0024164835877372,0.05603790815952851,0.0036783454880512344,15.234541818206713,0.05072237868963057,0.006221177372195362,1.1047965337434897,0,80,0.0,23,723033080360040.4,-0.774763123769328,True,False,False,51976.14111111111,53205.377662512925,16.0,True,False,[]
J021857+081727,2.293,2260,2260.779108,0.00244,7444.745602644001,True,200,200,1.0,0,2.4999895761823456,46.08798394298959,0.9912514476220149,0.09696432699904015,0.0035967756643601723,26.958680787307056,0.11915007815014725,0.0060035366154625736,0.8137999446114531,0,80,0.0,33,934884959376615.0,3.4849971603771372,True,False,False,51976.14111111111,53205.377662512925,8.0,True,False,[]
J021857+081727,2.293,2344,2344.212747,0.114,7719.492575871001,True,200,200,1.0,0,2.4999895761823456,43.941816443306536,0.9593485619623684,0.9529868554689702,0.004308824887136694,221.1709411338483,1.101792723629543,0.007161826557570619,0.8649420485639312,27,80,0.3375,43,439370677984419.9,27.49468501581845,False,False,False,51976.14111111111,53205.377662512925,8.0,True,True,[]
J021857+081727,2.293,2374,2374.460064,0.0313,7819.096990752,True,200,200,1.0,0,2.4999895761823456,38.94731844319889,0.9810797377364249,0.6415466007923678,0.003822266493220798,167.8445503290312,0.7407258543631464,0.007764731524346643,0.8661053168502537,4,80,0.05,61,747137986539260.5,5.218867294862384,True,False,False,51976.14111111111,53205.377662512925,8.0,True,False,[]
J021857+081727,2.293,2382,2382.763995,0.32,7846.441835535,True,200,200,1.0,0,2.4999895761823456,41.82265157880654,0.9810304370373858,1.2401151044305656,0.0036935140072020204,335.75481289970816,1.5030911415994472,0.006902738160499461,0.8250431860778267,53,80,0.6625,21,229890246382740.84,2.5201572260335294,True,False,False,51976.14111111111,53205.377662512925,8.0,True,False,[]
J021857+081727,2.293,2586,2586.649312,0.0691,8517.836184416,True,200,200,1.0,0,2.4999895761823456,32.26204234161301,1.008459203332961,1.0506266652848253,0.004854902881171682,216.405289868799,1.122100518630401,0.009256313225722118,0.9363035199085246,26,80,0.325,43,613183663233403.4,-4.098019239959013,True,False,False,51976.14111111111,53205.377662512925,8.0,True,False,[]
J021857+081727,2.293,2600,2600.172114,0.239,8562.366771402001,False,200,0,0.0,200,2.4999895761823456,,,0.0,0.0,,0.0,0.0,,0,0,,0,0.0,,True,False,False,0.0,0.0,,False,False,"['catalogue_coverage_gap', 'native_valid_fraction_below_0p98', 'native_CNR_below_15', 'core_EW_diagonal_detection_proxy_below_5']"
J040718-441013,2.551,1608,1608.450852,0.0577,5711.608975452,True,385,385,1.0,0,1.2999971813981048,65.6736264298107,0.9923586126560764,0.4873202721433267,0.0010766004066667036,452.6473045390483,0.6312566312288231,0.0019219563676186834,0.771984400694048,15,154,0.09740259740259741,105,765625112209807.5,1.926128438836231,False,False,True,47817.7,49595.48661968067,21.0,True,True,[]
J040718-441013,2.551,1611,1611.200369,0.00138,5721.372510319,True,385,385,1.0,0,1.2999971813981048,60.67657027851506,0.997647251919112,0.023663694372936386,0.0014198762894414951,16.666025448065227,0.02963979613725723,0.002250679280370774,0.7983757466938552,0,154,0.0,19,773132990506328.0,0.6561694012627857,False,False,True,47817.7,49595.48661968067,21.0,True,True,[]
J040718-441013,2.551,2249,2249.875472,0.00182,7989.307801072001,True,385,385,1.0,0,1.2999971813981048,63.18608222120593,0.9976404482406405,0.07388134192472812,0.0018933518725894626,39.02145343099036,0.09479642668765101,0.0035653455221326276,0.7793684267041315,0,154,0.0,55,960321860652934.4,1.5355824667255895,True,False,False,45237.3,48404.37906002579,23.0,True,False,[]
J040718-441013,2.551,2260,2260.779108,0.00244,8028.026612508001,True,384,384,1.0,0,1.2999971813981048,70.08384415056562,0.9973203363489594,0.09387611690388725,0.0020170333458346154,46.54167820167735,0.11565555561336964,0.002957082152581937,0.8116870513139041,0,154,0.0,64,925766009643285.1,-0.3128502907880143,True,False,False,45237.3,48404.37906002579,12.0,True,False,[]
J040718-441013,2.551,2344,2344.212747,0.114,8324.299464597001,False,385,385,1.0,0,1.2999971813981048,55.559220244740565,0.9908485550040234,0.9833461193381228,0.0016894780487105914,582.0413707586268,1.3396332400448572,0.0032878126300969215,0.7340412957394188,60,153,0.39215686274509803,61,503968898338522.94,5.888833722400323,True,False,False,45237.3,48404.37906002579,12.0,False,False,['conservative_telluric_band']
J040718-441013,2.551,2374,2374.460064,0.0313,8431.707687264,True,384,384,1.0,0,1.2999971813981048,51.00756500575879,0.9848433312720734,0.6171928112287478,0.0033197654408700515,185.914584093927,1.4178989943075948,0.004303434413435895,0.43528686719334525,11,154,0.07142857142857142,101,761739387677715.0,38.848274888091254,True,False,False,45237.3,48404.37906002579,12.0,True,False,[]
J040718-441013,2.551,2382,2382.763995,0.32,8461.194946245,True,384,384,1.0,0,1.2999971813981048,63.013044988153766,0.9765663339327012,1.1706634590769665,0.0013132147569744545,891.4486018829737,1.6988797466067003,0.0033874855648118,0.6890796487598491,99,154,0.6428571428571429,26,257287675648747.66,6.004342157914255,True,False,False,45237.3,48404.37906002579,12.0,True,False,[]
J040718-441013,2.551,2586,2586.649312,0.0691,9185.191706912,False,385,385,1.0,0,1.2999971813981048,38.20383295358446,0.9722145628871838,1.0200415857031588,0.003629941082950508,281.00775257598485,1.3827288373315394,0.005714748590967578,0.7377018242215061,42,154,0.2727272727272727,92,564904804567473.5,12.349297661416342,True,False,False,45237.3,48362.861147495976,12.0,False,False,"['outside_fixed_wavelength_range', 'conservative_telluric_band']"
J040718-441013,2.551,2600,2600.172114,0.239,9233.211176814,False,384,384,1.0,0,1.2999971813981048,56.05026095385147,0.9830357643654792,1.2493351456911805,0.001648005226827163,758.0893102484113,1.7951419690136858,0.0037058336872579983,0.6959533938018335,92,154,0.5974025974025974,30,290007426140024.8,7.670321847113347,True,False,False,45237.3,48362.861147495976,12.0,False,False,"['outside_fixed_wavelength_range', 'conservative_telluric_band']"
J040718-441013,2.595,1608,1608.450852,0.0577,5782.38081294,True,385,385,1.0,0,1.2999971813981048,73.64145872166193,0.9965383560586554,0.4173894510247098,0.0009844387484764616,423.9872228421226,0.4225741436221635,0.0017535277957454825,0.9877306913456364,28,154,0.18181818181818182,74,837806318993197.8,0.7568130228664356,False,False,True,50571.625,53662.0552776438,42.0,True,True,[]
J040718-441013,2.595,1611,1611.200369,0.00138,5792.265326555,True,385,385,1.0,0,1.2999971813981048,72.49311798910247,0.9825222936647047,0.046880542957864285,0.0011928130430742293,39.30250698553678,0.34715147770626653,0.001814516427838964,0.13504347804485245,0,153,0.0,42,1595618596202101.5,106.75694841569879,False,False,True,50571.625,53662.0552776438,51.0,True,True,[]
